Pergunta,Resposta
,"Fique tranquilo, vou te ajudar!

Por que isso acontece?
Você realizou seu primeiro acesso na ACQUA diretamente pelo site, não seguindo o fluxo como Instituidor via Plataforma da Quanta. Por este motivo seu perfil atual na ACQUA não é de Instituidor. O curso Trilha Precaver é exclusivo para o perfil Instituidor. 

Como solucionar?
Certifique-se de ter recebido o acesso de Instituidor na Plataforma https://plataforma.quantaprevidencia.com.br/login, e;
Solicite para mailto:educacao@quantaprevidencia.com.br que atualize seu cadastro na ACQUA.
Caso ainda não tenha acesso de Instituidor na Plataforma, clique no menu acesso aos sistemas."
,Não faça o seu primeiro acesso diretamente no site da ACQUA.  Se você não seguir o fluxo de solicitação de acesso a ACQUA não identificará você como um colaborador do sistema Unicred.
,"Na ACQUA, você pode acessar uma variedade de cursos voltados para a educação financeira e previdenciária. Aqui estão alguns dos principais cursos disponíveis:

EAD - Trilha Precaver: um curso focado em você que quer conhecer mais sobre o plano Precaver, seus benefícios e o contexto da previdência e da longevidade no Brasil. Além disso, você conhecerá suas regras de funcionamento, tributação e recebimento do benefício.

EAD - Descomplicando o Mercado Financeiro: Um curso que simplifica os conceitos do mercado financeiro, ideal para quem deseja entender melhor como funcionam os investimentos e a economia.

Jornada de Investimentos: Através dele você conhecerá os perfis de investimento do plano Precaver e como funciona a gestão de investimentos da Quanta Previdência.

Finanças e Comportamento: Aborda a relação entre comportamento humano e finanças, ajudando a identificar e modificar hábitos financeiros para uma vida econômica mais saudável.

Finanças para Crianças: um podcast super especial voltado a ensinar os conceitos básicos de finanças de forma lúdica e interativa para o público infantil.

Planejamento Previdenciário: Foca no planejamento da aposentadoria, oferecendo ferramentas e estratégias para garantir um futuro financeiro seguro.

Educação Financeira de Longo Prazo: Ensina como planejar e gerenciar suas finanças ao longo da vida, visando a construção de um patrimônio sólido e sustentável.

4 Dimensões de uma Vida em Equilíbrio: Explora as quatro dimensões essenciais para uma vida equilibrada: físico, emocional, intelectual e social, integrando-as ao planejamento financeiro.

Investimentos para Longevidade: Curso que aborda estratégias de investimentos específicas para garantir uma renda sustentável ao longo de uma vida mais longa e ativa.

Além desses cursos a ACQUA possui dezenas de soluções educacionais esperando por você!"
,"Fique tranquilo! Vou te ajudar.

Tenho 3 dicas para você: 

1º Conte com o apoio do seu assessor de previdência aí na cooperativa. Caso for necessário ele fará contato com o assessor de negócios da Quanta para esclarecer quaisquer pontos.

2º Conte com o apoio da nossa Central. Você poderá abrir um chamado descrevendo a sua dúvida ou então falar diretamente com o nosso time pedindo pra falar com um dos meus colegas. Nosso time está à sua disposição.

3º Que tal navegar no curso “Jornada de Investimentos” e “Descomplicando o Mercado Financeiro” lá na ACQUA? Através deles você obterá mais conhecimento que te ajudarão nesta missão. Lembre-se de acessar a ACQUA através da plataforma operacional da Quanta clicando no botão em verde (Acesse a ACQUA) no canto superior esquerdo."
,"Para maiores detalhes sobre como funciona ambas operações, acesse: <i> Plataforma Quanta > Documentos > Manual Cooprev - Plataforma Quanta  <i>"
,"O RH da Instituição irá solicitar para a Quanta o acesso dos colaboradores/funcionários à Plataforma Quanta através de chamado. Nele deverá contar as seguintes informações:
Nome da instituição
Nome do colaborador
CPF do colaborador
E-mail do colaborador
Celular (com DDD) do colaborador"
,"O participante pode alterar via App Quanta Previdência em Serviços > Dados Cadastrais > Forma de Pagamento.
É possível contribuir via Débito em Conta, apenas para quem possui conta no sistema Unicred ou Ailos.

IMPORTANTE: Caso a forma de pagamento atual seja Desconto em Folha, o RH da instituição deverá ser acionado."
"assistente precisa acessar plataforma
assistente precisa acessar sistemas quanta
colaboradora nova acesso ao treinamento
como faço pra acessar portal do instituidor
como faço pra acessar portal do instituidor
funcionaria nova acesso
funcionario novo acesso
não consigo acessar a nova plataforma
não consigo acessar a plataforma
não tenho acesso a plataforma
não tenho senha para acessar a plataforma
não tenho visão do instituidor
não tenho visão participante
plataforma
preciso acessar a plataforma
solicito acesso a plataforma
solicitar acesso a plataforma
SOU COLABORADOR E PARTICIPANTE","Para obter acesso aos sistemas da Quanta você deve seguir esse passo a passo:

1º Solicite ao RH ou assessor de previdência da sua cooperativa a abertura de chamado aqui mesmo na PRI. O tipo de chamado deve ser: “Acesso aos sistemas operacionais.”
Lembre-se de preencher com nome completo sem abreviações. Somente e e-mails corporativos são válidos. E-mails pessoais não serão aceitos. 

2º Aguarde o retorno e encerramento do chamado. As credenciais de acesso à plataforma operacional da Quanta serão encaminhadas para o e-mail do colaborador.

3º Com as credenciais em mãos, basta acessar a plataforma operacional da Quanta e clicar no botão verde (Acesse a ACQUA) localizado na parte superior esquerda da sua tela. Importante: acesse a ACQUA seguindo esse fluxo e não diretamente pelo site.

4º Ao ser direcionado para a ACQUA você deverá cursar a Trilha Precaver.

5º Ao concluir o curso e obter a nota mínima para aprovação o seu acesso a todas as funcionalidades da plataforma operacional da Quanta serão liberadas automaticamente. Bons negócios!"
"Identificamos um plano fraudado, como fazer?"," Em caso de fraude confirmada, seguir as devidas instruções abaixo:
1) PARA CASOS ONDE HOUVE FRAUDE NA ALEGAÇÃO DE VÍNCULO EMPREGATÍCIO:
a) Encaminhar Boletim de Ocorrência
e/ou Declaração da Instituição, assinada pelo representante, informando o ocorrido;

2) PARA CASOS ONDE INSTITUIÇÃO REALIZOU ADESÃO SEM O CONSENTIMENTO DO COOPERADO:
a) Caso o colaborador da instituição tenha agido de má fé, realizando adesão indevida, deverá ser oferecido ao participante a entrada em benefício ou resgate total (caso cumprida carência). A instituição deverá assumir o ressarcimento do imposto tributado e das
contribuições de proteção familiar (caso possua).
"
Participante não tinha saldo no dia do vencimento e agora?,"O participante que não tiver saldo no dia do vencimento da contribuição, poderá ter sua parcela regularizada, através do menu Iniciar Atendimento > Minhas Contribuições, na Plataforma.

Atenção: Após 6 contribuições em atraso (seguidas ou não), as coberturas de proteção familiar serão canceladas e o valor de aposentadoria será reduzido para R$30,00.
"
O que é fundo previdencial?,"Conforme regulamento do plano, o Fundo Previdencial será constituído mediante <b> retenção dos recursos acumulados na subconta de empregadores, em caso de resgate efetuado pelo participante <b>. Os detalhes da operação (percentual de direito do participante, entre outros) constam em contrato firmado entre Instituição e Quanta."
,"Para maiores detalhes sobre como funciona a operação de envio de links de adesão em lote, gestão dos envios, entre outros, acesse: <i> Plataforma Quanta > Documentos > Manual Cooprev - Plataforma Quanta  <i>"
Onde encontro as regras de comissionamento?,"As regras de comissionamento estão disponíveis em contrato firmado Instituição e Quanta Previdência. Favor verificar documento, o qual encontra-se em posse da Instituição e verificar cláusula especifica que trata dos fatores que geram comissionamento"
Onde encontro orientaçãoes para comercializar o cooprev?,"Olá!
Para auxiliar suas operações na Plataforma Quanta, temos os seguintes materiais disponíveis:
MANUAL COOPREV - PLATAFORMA QUANTA: Manual contendo telas, descrevendo o passo das principais funcionalidades (Adesão, Desconto em Folha, Aporte Empregador, entre outros).
GUIA RÁPIDO DE FUNCIONALIDADE COOPREV - PLATAFORMA QUANTA: Guia contendo onde localizar as principais funcionalidades.
E-BOOK OPERACIONAL - COOPREV: Compilado de regras e principais aspectos operacionais do Plano Cooprev
Você pode acessá-los em: Documentos > Gerais > Selecionar Tipo: Tutoriais
Aí poderia ter dois botões ao final do quadro:
OK e Ir para Documentos”"
Como faço para excluir a visão empregador na plataforma? ,"Para retirarmos a Visão Empregador do usuário da instituição, devem ser informados:
Nome:
CPF:
Instituição a qual será desvinculado:"
"CNPJ do plano Cooprev, qual é? ","Nome Entidade: Quanta Previdência Cooperativa<br>
CNPJ do Plano: 48.307.658/0001-77<br>
Tipo: EFPC <br>
CNPB: 2018.0001-11<br>
Tipo de Plano: Plano Fechado<br>
Nome do plano: Cooprev<br>
Dados bancários: Banco: 136 Agência: 1214 Conta Corrente: 20914-7<br>
Favorecido: Plano Setorial de Previdência Cooperativa"
